0,0.00380567,0.846362,0.4833,0.1115
0,0.00353033,0.846042,0.4833,0.1115
0,0.00327599,0.845741,0.4833,0.1115
0,0.00302123,0.845439,0.4833,0.1115
0,0.0027668,0.845137,0.4833,0.1115
0,0.00251273,0.844836,0.4833,0.1115
0,0.00225904,0.844536,0.4833,0.1115
0,0.0020053,0.844235,0.4833,0.1115
0,0.00175113,0.843932,0.4833,0.1115
0,0.00149644,0.843626,0.4833,0.1115
0,0.00124223,0.843325,0.4833,0.1115
0,0.00098592,0.843017,0.4833,0.1115
0,0.000742129,0.842719,0.4833,0.1115
0,0.000499635,0.842427,0.4833,0.1115
0,0.000252612,0.842128,0.4833,0.1115
0,3.47142e-06,0.841829,0.4833,0.1115
0,-0.000245777,0.841531,0.4833,0.1115
0,-0.000495058,0.841234,0.4833,0.1115
0,-0.000776117,0.840937,0.4833,0.1115
0,-0.00108828,0.840643,0.4833,0.1115
0,-0.0014209,0.840359,0.4833,0.1115
0,-0.00176833,0.84009,0.4833,0.1115
0,-0.00208019,0.83987,0.48325,0.111468
0,-0.00239215,0.839648,0.48325,0.111468
0,-0.00249927,0.839574,0.483199,0.111437
0,-0.00260463,0.839503,0.483148,0.111405
0,-0.00265687,0.839468,0.483097,0.111374
0,-0.00270944,0.839433,0.483097,0.111374
0,-0.00270944,0.839433,0.482993,0.111319
0,-0.00270944,0.839433,0.48289,0.111264
0,-0.00270944,0.839433,0.482787,0.11121
0,-0.00270944,0.839433,0.482684,0.111156
0,-0.00270944,0.839433,0.482582,0.111102
0,-0.00270944,0.839433,0.482481,0.111049
0,-0.00270944,0.839433,0.482431,0.111019
0,-0.00270944,0.839433,0.482431,0.111019
